belongs_to_collection,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,keywords,cast,crew,ratings
,18,,102286,tt0058091,en,Fate Is the Hunter,A man refuses to believe that pilot error caused a fatal crash and persists in looking for another reason Airliner crashes near Los Angeles due to unusual string of coincidences Stewardess who is sole survivor joins airline executives in discovering the causes of the crash,1.640499,y3Vfs7DbIHkJaJOgREwpR0VEd3kjpg,306,,1964-11-08,106.0,en,Released,He played with death to prove a theory,Fate Is the Hunter,7.0,5.0,"3800,10168,12617,191477",102286,102286,32.44186046511628
,18,,102292,tt2082496,fr,Une bouteille  la mer,Tai is 17 years old Naim is 20 Shes Israeli Hes Palestinian She lives in Jerusalem He lives in Gaza They were born in a land of scorched earth where fathers bury their children They must endure an explosive situation that is not of their choosing at an age where young people are falling in love and taking their place in adult life A bottle thrown in the sea and a correspondence by email nurture the slender hope that their relationship might give them the strength to confront this harsh reality to grapple with it and thereby ever so slightly change it Only 60 miles separate them but how many bombings checkpoints sleepless nights and bloodstained days stand between them,1.083526,mbm4m7FfeIf5nf48CrGgnBqQPC9jpg,"313,36079",iso31661 FR,2011-10-08,100.0,"he,fr,ar",Released,,A Bottle in the Gaza Sea,7.0,14.0,,102292,102292,10.0
,"18,35,80",,1023,tt0418455,da,Adams bler,A neonazi sentenced to community service at a church clashes with the blindly devotional priest,6.044534,ysLgwV21cnoI9nkWIvdZWqJuwjEjpg,1789,iso31661 DK,2005-04-15,94.0,da,Released,,Adams Apples,7.4,190.0,"376,1499,1660,2045,2251,4637,6150,8201,9649,10123,11001,14765,33457,33673,46958,199623",1023,1023,37.43119266055046
,18,,102305,tt1020936,en,August Evening,A film about a  farm worker named Jaime and his young widowed daughterinlaw Lupe as their lives are in turmoil,0.038979,a1wdTHHf5JnaFg8G0f6lpN0BrMOjpg,,iso31661 US,2007-06-21,128.0,es,Released,,August Evening,5.0,1.0,3009,102305,102305,40.0
,"18,14",httpwwwmiramaxcommovieheavenlycreatures,1024,tt0110005,en,Heavenly Creatures,Based on the true story of Juliet Hulme and Pauline Parker two close friends who share a love of fantasy and literature who conspire to kill Paulines mother when she tries to end the girls intense and obsessive relationship,9.438042,5ek49TUeqStPmKwNdxrCSUAdXNejpg,"11,14,294,2306",iso31661 NZ,1994-09-02,99.0,en,Released,From a secret world no one could see came a crime no one could believe,Heavenly Creatures,6.9,299.0,"456,572,1328,1523,2132,2483,2486,2983,9673,9713,9826,10183,10768,10984,14534",1024,1024,31.677880571909167
,53,,102419,tt0036929,en,Hotel Reserve,A hunt for a spy in an hotel in the South of France just before World War Two,0.955925,zkV2EkT75xONVUJHkzaJ4CV6fnmjpg,6,iso31661 GB,1944-06-01,79.0,en,Released,,Hotel Reserve,6.3,3.0,"254,470,612",102419,102419,35.0
,18,,102461,tt0113057,fr,La fille seule,A young Parisian must make major decisions about pregnancy a job and her boyfriend,1.813577,3XbpQPwm8Ch2KoTjPWSBZM9dFZyjpg,874,iso31661 FR,1995-05-29,90.0,fr,Released,,A Single Girl,6.8,8.0,,102461,102461,15.0
,"10770,35",,102517,tt2215489,en,Sebastian Maniscalco Whats Wrong with People,Whats Wrong with People asks Sebastian Maniscalco as he hilariously tries to bridge the ItalianAmerican Old World he grew up in with the contemporary frenetic world we all live in today,0.110506,cNp7wOsUjGyDmVtz6yKxuYINjR3jpg,,,2012-01-05,75.0,en,Released,,Sebastian Maniscalco Whats Wrong with People,7.0,2.0,,102517,102517,35.0
,"12,18",,102526,tt0035553,en,White Cargo,In Africa early in World War II a British rubber plantation executive reminisces about his arrival in the Congo in 1910 He tells the story of a lovehate triangle involving Harry Witzel an incountry station superintendent whod seen it all Langford a new manager sent from England for a fouryear stint and Tondelayo a siren of great beauty who desires silk and baubles Witzel is gruff and seasoned certain that Langford wont be able to cut it Langford responds with determination and anger attracted to Tondelayo because of her beauty her wiles and to get at Witzel Manipulation jealousy revenge and responsibility play out as alliances within the triangle shift,0.375568,b9EDMbOmXv6gUKuJCLBm6NIPxLHjpg,8411,iso31661 US,1942-12-12,88.0,en,Released,I am TONDELAYO,White Cargo,5.5,1.0,"3136,157929,160800",102526,102526,40.0
,,,102533,tt0348876,en,Stormy Weather,The psychiatry department of a young doctor Cora has just admitted a young lady who refuses to speak and whose identity remains unknown Cora becomes fond of her patient and establishes a relationship which goes beyond the usual course of treatment She feels a kind of call from this woman as a strange and strong tie grows between them One day Cora learns that the identity of her patient has been discovered Her name is Loa she is a stranger she has been sent back hometo Iceland Cora who had no idea of this womans life outside their relationship is deeply moved  she decides to meet up with her in order to finish the treatment,0.072955,aJEVFzTTrKGsuMDIEZMjU066Qfsjpg,,iso31661 BE,2003-09-07,91.0,"fr,en",Released,,Stormy Weather,6.3,2.0,187056,102533,102533,36.37931034482759
,"10752,18,10749",,102541,tt0018253,en,The Patent Leather Kid,The Patent Leather Kid is a 1927 silent film which tells the story of a boxer who scoffs at fighting outside the ring particularly for the United States once it enters World War I Eventually he is drafted is shipped overseas and performs a heroic act which results in his being severely wounded,0.001402,vk3HGrQ8iQ2D3uuDCQr9QiJMVXsjpg,3245,iso31661 US,1927-09-01,150.0,,Released,Fries of youth and courage that will set your heart ablaze The loveromance that Broadway held dear to its heart for four months,The Patent Leather Kid,0.0,0.0,,102541,102541,35.0
,"99,10752",httpfollowmethemoviecom,102596,tt2062961,en,Follow Me The Yoni Netanyahu Story,July 4 1976 Entebbe Uganda  Led by Lieutenant Colonel Yonatan Netanyahu crack Israeli commandos burst inside a nondescript airline terminal killing stunned terrorists and evacuating 103 hostages A lone shot sounds in the night and Yonatan Netanyahu brother of current Israeli Prime Minister Benjamin Netanyahu lay dead Follow Me is an intimate story that penetrates the tough exterior of the only soldier killed in Entebbe,0.043642,eEv54hOdSHReFcZigmvRz3Uzzszjpg,,,2012-05-18,0.0,,Released,,Follow Me The Yoni Netanyahu Story,5.0,1.0,,102596,102596,34.11764705882353
,99,,102807,tt1426357,en,Carcasses,An introverted man runs a car cemetery where people come to find parts for old vehicles,0.110592,eHTVmsKxa3xe8iD52ZS0HUw0iRKjpg,,,2009-08-25,72.0,,Released,,Carcasses,7.7,3.0,,102807,102807,35.833333333333336
,35,,102841,tt0078133,en,Rabbit Test,Lionels life turns around after a onenight stand on top of a pinball table he becomes the worlds first pregnant man,0.773488,qbSRu2qcEdKaR4QUv04DoWB61MCjpg,,iso31661 US,1978-04-09,84.0,en,Released,,Rabbit Test,3.7,3.0,,102841,102841,30.0
,18,,102858,tt2006791,en,The Fourth Dimension,Created under a manifesto whose directives would make Lars von Trier shudder this threepart film might look on paper like an exercise in forced hipness Fortunately its directors  Harmony Korine USA Alexsei Fedorchenko Russia and Jan Kwiecinski Poland  prove innovative and just insane enough to make The Fourth Dimension an exhilarating experiment,0.446731,yRyeMjjj0oMijLDJERFSGOUMkAsjpg,,,2012-06-27,108.0,"en,pl,ru",Released,,The Fourth Dimension,5.0,3.0,,102858,102858,28.076923076923077
,"18,10769",,102860,tt2043879,pt,Histrias que s Existem Quando Lembradas,Each citizen of Jotuomba plays an integral role in village life Madalena is responsible for baking bread each morning she stacks her rolls as Antonio prepares the coffee The two share a morning ritual of arguments and insults followed by an amicable cup of coffee on the bench outside Antonios shop At midday the church bells ring summoning the villagers to mass In the early evening they all share a meal together And so life proceeds in Jotuomba the days languidly drifting into one another the only variations seem to be in the weather But one day Rita arrives looking for a place to stay,0.112679,hlD6T1vcDFQitBSOyTjjvv59p01jpg,"6962,11547,51399,53812,65091,77176,93204",iso31661 BR,2011-09-02,98.0,pt,Released,,Found Memories,8.5,2.0,187056,102860,102860,35.0
,"18,35,53,99",,102862,tt2294679,en,Informant,Vilified by some and venerated by others as the FBI informant largely responsible for the imprisonment of two youths following the 2008 Republican National Convention Darby was once a charismatic activist mythologized by the American Left for his daredevil aid work in New Orleans Ninth Ward in the aftermath of Hurricane Katrina Informant meticulously constructs a portrait of his lifebefore and after the death threatsthrough intimate interviews with Darby and tense reenactments starring the man himself,0.760774,A5DIgocFfAiFXwS3Req6ZwZi27mjpg,,,2013-09-13,80.0,,Released,,Informant,5.5,5.0,,102862,102862,33.333333333333336
,"80,18,35",,102870,tt1699758,en,,Sotiris is a police investigator in Athens who lives by a strict moral code An honest man he carries himself as though held down by the weight of the world Dora is a cleaning lady struggling to get by any way she can Dealt a rough hand in life she has developed a rich layer of cynicism and mistrust that informs her every action When a man Sotiris believes is innocent is arrested for a brutal crime his attempt to uncover the truth results in a grave mistake Finding himself on the other side of the law for the first time he places his fate in Dora the only witness to his malfeasance and the only person who can help him for better or for worse,0.373164,kiB4i6ptEwDyx1bfLIr1fGgmzzijpg,,iso31661 GR,2012-02-02,107.0,el,Released,,Unfair World,6.2,3.0,,102870,102870,37.5
id 422834 name AntMan Collection posterpath lEdpEJWJdtVLgmpPkXSTd2xczmYjpg backdroppath 2KjtWUBiksmN8LsUouaZnxocu5Njpg,"878,28,12",httpmarvelcommoviesmovie180antman,102899,tt0478970,en,AntMan,Armed with the astonishing ability to shrink in scale but increase in strength master thief Scott Lang must embrace his innerhero and help his mentor Doctor Hank Pym protect the secret behind his spectacular AntMan suit from a new generation of towering threats Against seemingly insurmountable obstacles Pym and Lang must plan and pull off a heist that will save the world,26.882388,D6e8RJf2qUstnfkTslTXNTUAlTjpg,420,iso31661 US,2015-07-14,117.0,en,Released,Heroes dont get any bigger,AntMan,7.0,6029.0,"8828,9715,9717,179430,179431,180547,209714",102899,102899,23.0
,,,102901,tt0030814,en,Suspiros de Espaa,Dolores a woman of bad temper and good feelings works as a laundress with her daughter Sole They live with the stepfather and godfather a charming bon vivant who often returns home drunk They all have a very different character but share the illusion of seeing Sole turned into a great artist Then a representative of artists comes to Sevilla looking for a good singer to launch to fame,0.001263,v6kItVs9nXKdCrT10BF7s9QEfJhjpg,,,1939-10-16,100.0,es,Released,,Sighs of Spain,0.0,0.0,,102901,102901,23.75
,"28,35,37",,102949,tt0065185,it,Vivi o preferibilmente morti,Two brothers Monty and Ted will inherit 300000 if they manage to live together for six months,0.351634,pyra9ESKYIvXweknAKJEmxZqiR1jpg,"4780,8485",iso31661 IT,1969-09-17,101.0,it,Released,,Alive or Preferably Dead,7.0,1.0,"974,33600,156120,188283,188284,188285,188286,188287",102949,102949,26.5625
,"28,18",,102961,tt0079882,en,Seven,A government agent discovers a plot by a cartel of seven gangsters to take over the state of Hawaii He hires a team of seven hitmen to stop them,0.621895,3ud4TW3znYB29ncngqg2uYcKTJRjpg,,iso31661 US,1979-09-07,100.0,en,Released,Death is their way of life,Seven,5.9,8.0,"293,782,157204",102961,102961,43.333333333333336
,"80,18",,103,tt0075314,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a nighttime taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action attempting to save a preadolescent prostitute in the process,14.092713,yxq4pk1xGmro8tQABuQIrWrvdaEjpg,"441,46059,46060",iso31661 US,1976-02-07,114.0,"en,es",Released,On every street in every city theres a nobody who dreams of being a somebody,Taxi Driver,8.1,2632.0,"422,444,1523,2231,4225,7002,7368,9622,11325,33625,167104",103,103,32.73029045643153
,10769,,103048,tt0210609,en,China Gate,After witnessing the brutal slaying of her Forest Officer father Sunder Rajan at the hands of dreaded dacoit Jageera Sandhya goes to Colonel Krishnakant Puri and asks for his assistance in bringing an end to Jageeras rule in the Devdurg region Krishnakant agrees to assist her and summons about a dozen of his fellow officers and subordinates to assist him They all assemble at Devdurg with all the necessary ammunitions and arms to combat Jageera not realizing that Jageera has influence over the local police detachment who will prevent Puri and his men to possess any guns and weapons This does not deter Puri and his men and they continue to stay on in Devdurg and gain the confidence of the villagers What the villagers do not kno,1.010084,yZpxHXrToTuN3NQaXKEkxK6LYcfjpg,,iso31661 IN,1998-11-27,179.0,hi,Released,,China Gate,5.4,4.0,,103048,103048,36.68046357615894
,"35,10749,10769",,103066,tt1584828,ja,Ushiro kara mae kara,Sexy Momoko turns tricks in her taxi to boost business until shes finally discovered by her employer  Running from the authorities Momoko abandons her cab to begin life as a fugitive accompanied by her most recent customer,0.158873,tbTNRFGZJWWBauRGWPBcCJmMHsojpg,,iso31661 JP,2010-02-27,75.0,ja,Released,,Any And Every Which Way,4.5,2.0,,103066,103066,36.666666666666664
,,,103081,tt0346223,en,Cambridge Spies,In 1934 four brilliant Cambridge men are recruited to spy for Russia Fueled by youthful idealism a passion for social justice and a talent for lying they take huge personal risks to pass Britains biggest secrets to Moscow Based on true events,0.402432,6riEJgttGCDi7L2pubmlOYhLNw6jpg,,,2003-05-09,235.0,en,Released,,Cambridge Spies,7.0,3.0,,103081,103081,37.77777777777778
